anno;struttura;punto norma;rilievo;ispettore
2017;GE;5.2;NC;MCF
2017;GE;5.2;NC;MCF
2017;GE;5.5;NC;LM NV
2017;GE;5.5;NC;MCF
2017;GE;5.6;NC;MCF
2017;GE;5.6;NC;MCF
2017;GE;5.9;NC;MCF
2017;GE;5.9;NC;MCF
2017;GE;5.9;NC;MCF
2017;SE;4.1;NC;LM
2017;SE;4.2;NC;LM
2017;SE;4.2;NC;PB
2017;SE;4.2;NC;GF
2017;SE;4.3;NC;LM
2017;SE;4.3;NC;LM
2017;SE;4.3;NC;LM
2017;SE;4.7;NC;LM
2017;SE;4.11;NC;LM
2017;SE;4.11;NC;LM
2017;SE;4.11;NC;LM
2017;SE;4.12;NC;LM
2017;SE;4.12;NC;LM
2017;SE;4.13;NC;LM
2017;SE;4.13;NC;LM
2017;SE;4.15;NC;LM
2017;SE;5.2;NC;LM
2017;SE;5.4;NC;PB
2017;SE;5.5;NC;LM
2017;SE;5.5;NC;LM
2017;SE;5.6;NC;GF
2017;SE;5.9;NC;LM
2017;SE;5.9;NC;PB
2017;SE;5.9;NC;PB
2017;PC;4.13;NC;MCF
2017;PC;4.3;COMM;GB
2017;PC;4.3;NC;"GB
AM"
2017;PC;4.3;COMM;GB
2017;PC;4.4;NC;AM
2017;PC;4.9;NC;"MCF
AM"
2017;PC;4.10;NC;AM
2017;PC;4.13;NC;MCF
2017;PC;4.13;NC;"MCF
AM"
2017;PC;4.13;NC;AM
2017;PC;4.13;NC;AM
2017;PC;5.2;NC;MCF
2017;PC;5.2;NC;MCF
2017;PC;5.5;NC;MCF
2017;PC;5.5;COMM;"MCF
AM"
2017;PC;5.5;NC;MCF
2017;PC;5.5;NC;MCF
2017;PC;5.6;NC;MCF
2017;PC;5.6;COMM;AM
2017;PC;5.9;NC;MCF
2017;PC;5.9;COMM;"MCF
AM"
2017;LU (RA);4.3;NC;GT
2017;LU (RA);4.3;NC;AA
2017;LU (RA);4.3;NC;GT
2017;LU (RA);4.4;NC;AA
2017;LU (RA);4.12;NC;AA
2017;LU (RA);4.13;NC;GT
2017;LU (RA);5.2;NC;GT
2017;LU (RA);5.2;NC;GT
2017;LU (RA);5.5;NC;AA
2017;LU (RA);5.5;NC;GT
2017;LU (RA);5.6;NC;AA
2017;LU (RA);5.9;NC;AA
2017;MO;4.2;NC;AA
2017;MO;4.3;NC;AA
2017;MO;4.3;NC;AA
2017;MO;4.3;NC;GA
2017;MO;4.9;NC;AA
2017;MO;4.9;NC;AA
2017;MO;5.4;NC;GA
2017;MO;5.9;NC;AA
2017;MO;5.9;NC;AA
2017;LA;4.1;NC;AA
2017;LA;4.3;NC;AA
2017;LA;4.3;NC;GC
2017;LA;4.9;NC;AA
2017;LA;4.9;NC;AA
2017;LA;4.11;NC;AA
2017;LA;4.11;NC;AA
2017;LA;4.13;NC;AA
2017;LA;5.3;NC;AA
2017;LA;5.5;NC;GC
2017;LA;5.5;NC;GC
2017;VA;4.1;NC;LM
2017;VA;4.1;NC;LM
2017;VA;4.3;NC;LM
2017;VA;4.3;COMM;"LM

MCF"
2017;VA;4.10;NC;LM
2017;VA;4.12;NC;LM
2017;VA;5.2;NC;MCF
2017;VA;5.4;NC;MCF
2017;VA;5.5;NC;MCF
2017;VA;5.6;NC;LM
2017;VA;5.9;NC;MCF
2017;VA;5.9;COMM;MCF
2017;SO;4.3;NC;LM
2017;SO;4.3;NC;LM
2017;SO;4.4;NC;LM
2017;SO;4.4;NC;LM
2017;SO;4.7;NC;LM
2017;SO;4.9;NC;LM
2017;SO;4.13;NC;GA
2017;SO;4.14;NC;LM
2017;SO;4.15;NC;LM
2017;SO;5.2;NC;LM
2017;LO;4.3;COMM;"AM
GS"
2017;LO;4.3;COMM;AM
2017;LO;4.13;NC;AM
2017;LO;5.2;NC;AM
2017;LO;5.2;NC;AM
2017;LO;5.6 ;NC;AM
2017;LO;5.8;NC;"AM
GS"
2017;SC;;COMM;AP
2017;SC;;COMM;AP
2017;SC;;COMM;AP
2017;SC;;NC;AM
2017;SC;;COMM;AM
2017;SC;;NC;AP
2017;SC;;COMM;AM
2017;SC;;NC;AP
2017;SC;;NC;AM
2017;SC;;COMM;AM
2017;SC;;COMM;AP
2017;RE;4.4;NC;AA
2017;RE;4.13;NC;MCF
2017;RE;5.2;NC;AA
2017;RE;5.2;NC;MCF
2017;RE;5.2;NC;AA
2017;RE;5.3;COMM;AA
2017;RE;5.4;NC;MCF
2017;RE;5.4;NC;MCF
2017;RE;5.4;NC;MCF
2017;RE;5.5;NC;MCF
2017;RE;5.6;NC;MCF
2017;RE;5.9;NC;MCF
2017;RE;5.9;NC;MCF
2017;BG;4.2;COMM;AM
2017;BG;4.2;NC;AM
2017;BG;4.2;NC;AM
2017;BG;4.10;NC;AM
2017;BG;4.13;NC;AM
2017;BG;5.2;NC;AM
2017;BG;5.2;NC;AM
2017;BG;5.2;NC;AM
2017;BG;5.6;NC;AM
2017;MN;4.13;NC;AA
2017;MN;5.2;NC;AA
2017;FE;4.3;NC;AM
2017;FE;4.3;NC;AM
2017;FE;4.13;NC;AM
2017;FE;4.4;COMM;AM
2017;FE;4.4;COMM;AM
2017;FE;5.4;NC;PB
2017;FE;5.6;NC;PB
2017;FE;5.8;NC;PB
2017;MI;4.3;NC;GT
2017;MI;4.4;NC;AA
2017;MI;4.9;NC;AA
2017;MI;5.2;NC;BB
2017;MI;5.2;NC;BB
2017;MI;5.4;NC;AA
2017;MI;5.5;NC;GT
2017;MI;5.8;NC;GT
2017;MI;5.9;NC;BB
2017;VI;4.1;NC;AM
2017;VI;4.2;COMM;AM
2017;VI;4.2;NC;AM
2017;VI;4.2;NC;AM
2017;VI;4.9;NC;AM
2017;VI;4.10;COMM;AM
2017;VI;4.13 ;NC;AM
2017;VI;4.13;NC;"GT
AM"
2017;VI;5.2;NC;AM
2017;VI;5.2;NC;AM
2017;BR;4.1;NC;LM
2017;BR;4.1;NC;LM
2017;BR;4.2;NC;LM
2017;BR;4.2;NC;LM
2017;BR;4.2;NC;LM
2017;BR;4.2;NC;LM
2017;BR;4.9;NC;LM
2017;BR;5.2;NC;"LM
(EF)
"
2017;BR;5.2;NC;"LM
(EF)
"
2017;BR;5.5;NC;SM
2017;BR;5.5;NC;SM
2017;BR;5.5;NC;"LM
(EF)
"
2017;BR;5.6;NC;"LM
(EF)"
2017;BR;5.6;NC;SM
2017;BR;5.9;NC;SM
2017;MC;4.1;COMM;AM
2017;MC;4.3;COMM;AM
2017;MC;4.13;COMM;AM
2017;MC;4.13;NC;AM
2017;MC;4.13;NC;AM
2017;MC;4.13;NC;AM
2017;MC;4.9;COMM;AM
2017;MC;5.2;NC;AM
2017;MC;5.4;NC;EF
2017;MC;5.6;NC;EF
2017;MC;5.10;NC;EF
2017;BE+TR;4.1;NC;LM
2017;BE+TR;4.3;NC;LM
2017;BE+TR;4.6;NC;LM
2017;BE+TR;4.9;NC;LM
2017;BE+TR;4.11;NC;LM
2017;BE+TR;5.2;NC;LM
2017;BE+TR;5.2;NC;GT
2017;BE+TR;5.2;NC;GT
2017;BE+TR;5.5;NC;GT
2017;BE+TR;5.5;NC;GT
2017;BE+TR;5.6;NC;GT
2017;BE+TR;5.9;NC;GT
2017;BE+TR;4.3;NC;LM
2017;BE+TR;4.3;NC;LM
2017;BE+TR;4.3;NC;LM
2017;BE+TR;4.3;NC;GF
2017;BE+TR;4.4;COMM;LM
2017;BE+TR;4.6;NC;LM
2017;BE+TR;4.9;NC;LM
2017;BE+TR;"
4.9";NC;"LM
GF
"
2017;BE+TR;4.11;NC;LM
2017;BE+TR;4.15;NC;LM
2017;BE+TR;5.4;NC;GF
2017;BE+TR;5.5;NC;GF
2017;BE+TR;5.5;NC;GF
2017;AM;5.2;NC;"AM
LM"
2017;AM;5.2;NC;"AM
LM
"
2017;AM;5.2;COMM;"AM
LM
"
2017;AM;5.5;NC;"AM
LM
"
2017;AM;4.6;NC;"AM
LM
"
2017;AM;5.5;NC;"AM
LM
"
2017;AM;4.6;COMM;"AP
AA
"
2017;AM;4.13;COMM;"AM
LM
"
2017;AM;5.8;NC;"AM
LM
"
2017;AM;4.7;COMM;"AP
AA
"
2017;AM;4.13;COMM;"AP
AA
"
2017;AM;4.13;NC;"AP
AA
"
2017;AM;5.2;NC;"AP
AA
"
2017;AM;5.2;NC;"AP
AA
"
2017;AM;5.2;NC;"AP
AA
"
2017;AM;4.13;COMM;"AP
AA
"
2017;AM;4.13;COMM;"AP
AA
"
2017;AM;5.2;NC;"AP
AA
"
2017;AM;5.2;NC;"AP
AA
"
2017;AM;5.2;NC;"AP
AA
"
2017;AM;4.3;NC;"AP
AA
"
2017;AM;4.3;COMM;"AP
AA
"
2017;AM;4.3;COMM;"AP
AA
"
2017;BT;4.1;NC;AA
2017;BT;4.3;NC;AA
2017;BT;4.3;COMM;NV
2017;BT;4.11;NC;AA
2017;BT;4.11;NC;AA
2017;BT;5.2;NC;AA
2017;BT;5.2;COMM;PB
2017;BT;5.4;COMM;PB
2017;BT;5.5;NC;AA
2017;BT;5.5;NC;"AA
(CB)"
2017;BT;5.5;NC;"AA
(CB)"
2017;BT;5.6;NC;PB
2017;BT;5.6;NC;AA
2017;UAQ;4.3;COMM;GV
2017;UAQ;4.3;NC;GV
2017;UAQ;4.3;NC;GV
2017;UAQ;4.4;NC;GV
2017;RS;4.3;NC;AM
2017;RS;4.9;COMM;AM SM
2017;RS;5.2;NC;AM
2017;RS;5.2;COMM;AM
2017;RS;5.5;NC;SM
2017;RS;5.6;NC;SM
2017;RS;5.9;NC;SM
